Arbejdsløse,Love vedrørende forsvaret o.l.,,4.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Arbejdsløse,Love vedrørende offentlige forsyninger,,3.0,4.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Arbejdsløse,"Love vedrørende spil, bevilling, næring",,23.0,23.0,12.0,11.0,9.0,7.0,10.0,11.0,5.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Arbejdsløse,Særlovgivning i øvrigt,,3.0,1.0,0.0,1.0,0.0,3.0,6.0,1.0,2.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Strafferetlige afgørelser i alt,,19321.0,18775.0,17927.0,18632.0,20394.0,20082.0,20320.0,19417.0,17761.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Straffelov i alt,,4993.0,4479.0,3841.0,3760.0,4225.0,4077.0,4027.0,3978.0,4108.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Seksualforbrydelser i alt,,103.0,114.0,103.0,127.0,524.0,224.0,229.0,235.0,257.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Blodskam m.v.,,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Voldtægt,,12.0,17.0,19.0,14.0,12.0,19.0,23.0,21.0,17.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Heteroseksuel sædelighedsforbrydelse mod barn under 12 år (Udgået 2013),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Seksualforbrydelse mod barn under 12 år (Ny fra 2013),,7.0,8.0,3.0,4.0,8.0,7.0,5.0,5.0,5.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Heteroseksuel sædelighedsforbrydelse i øvrigt (Udgået 2013),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Seksualforbrydelse mod barn under 15 år (Ny fra 2013),,26.0,39.0,24.0,29.0,40.0,40.0,39.0,35.0,35.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Seksualforbrydelse i øvrigt (Ny fra 2013),,6.0,5.0,6.0,5.0,6.0,8.0,1.0,1.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Grooming,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Homoseksuel sædelighedsforbrydelse mod barn under 12 år (Udgået 2013),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Homoseksuel sædelighedsforbrydelse i øvrigt (Udgået 2013),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Blufærdighedskrænkelse ved beføling,,20.0,9.0,10.0,9.0,8.0,14.0,16.0,14.0,13.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Blufærdighedskrænkelse ved blotteri,,7.0,8.0,4.0,8.0,3.0,6.0,7.0,6.0,8.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Blufærdighedskrænkelse i øvrigt,,16.0,20.0,22.0,36.0,221.0,51.0,49.0,37.0,37.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Utugt mv.,,7.0,8.0,14.0,22.0,225.0,79.0,89.0,116.0,140.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Voldsforbrydelser i alt,,977.0,961.0,1003.0,968.0,967.0,1085.0,1014.0,983.0,943.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Vold og lignende mod offentlig myndighed,,199.0,197.0,181.0,201.0,190.0,188.0,216.0,212.0,189.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Opløb/forstyrrelse af offentlig orden,,17.0,27.0,23.0,14.0,24.0,26.0,13.0,45.0,29.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Manddrab,,5.0,2.0,4.0,0.0,0.0,4.0,4.0,2.0,3.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Forsøg på manddrab,,2.0,1.0,3.0,3.0,4.0,2.0,5.0,3.0,1.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Psykisk vold mv.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Simpel vold,,526.0,499.0,569.0,510.0,528.0,589.0,497.0,488.0,471.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Alvorligere vold,,114.0,125.0,119.0,129.0,118.0,148.0,143.0,122.0,143.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Særlig alvorlig vold,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Vold mod sagesløs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Forsætlig legemsbeskadigelse,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Uagtsomt manddrab/legemsbeskadigelse,,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Forbrydelse mod liv og legeme,,17.0,12.0,13.0,14.0,14.0,21.0,24.0,17.0,10.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Forbrydelse mod den personlige frihed,,14.0,16.0,25.0,12.0,3.0,17.0,21.0,16.0,20.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Trusler,,82.0,82.0,65.0,82.0,85.0,88.0,90.0,77.0,75.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Ejendomsforbrydelser i alt,,3698.0,3207.0,2527.0,2493.0,2492.0,2507.0,2493.0,2397.0,2666.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Dokumentfalsk,,78.0,62.0,78.0,52.0,28.0,70.0,54.0,51.0,47.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Dokumentfalsk med check,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Brandstiftelse,,29.0,25.0,24.0,23.0,41.0,34.0,39.0,25.0,38.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,"Indbrud i forretning, virksomhed mv.",,116.0,89.0,57.0,42.0,37.0,70.0,39.0,32.0,21.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Indbrud i beboelser,,124.0,91.0,46.0,27.0,39.0,19.0,23.0,27.0,14.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Indbrud i ubeboede bebyggelser,,25.0,32.0,17.0,11.0,17.0,14.0,7.0,16.0,9.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,"Tyveri fra bil, båd m.v.",,26.0,30.0,6.0,9.0,20.0,15.0,21.0,17.0,11.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Butikstyverier m.v.,,1639.0,1481.0,1185.0,1240.0,1278.0,1066.0,1038.0,1128.0,1392.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Andre tyverier,,458.0,347.0,254.0,268.0,251.0,236.0,265.0,192.0,238.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Tyveri/brugstyveri af køretøj,,99.0,81.0,93.0,85.0,57.0,66.0,74.0,62.0,53.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Tyveri/brugstyveri af knallert,,36.0,21.0,19.0,25.0,22.0,20.0,14.0,13.0,9.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Tyveri/brugstyveri af cykel,,60.0,40.0,27.0,29.0,38.0,53.0,30.0,48.0,39.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Tyveri/brugstyveri af andet,,74.0,51.0,77.0,74.0,56.0,63.0,55.0,44.0,44.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Ulovlig omgang med hittegods,,44.0,40.0,27.0,20.0,16.0,32.0,25.0,16.0,25.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Underslæb,,29.0,23.0,9.0,9.0,14.0,26.0,5.0,6.0,12.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Bedrageri,,261.0,296.0,198.0,161.0,211.0,239.0,258.0,230.0,196.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Checkbedrageri,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Mandatsvig,,1.0,5.0,2.0,6.0,4.0,5.0,3.0,2.0,6.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Afpresning og åger,,5.0,7.0,10.0,17.0,15.0,12.0,14.0,20.0,9.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Skyldnersvig,,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Hæleri,,103.0,65.0,61.0,50.0,36.0,61.0,89.0,87.0,146.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Røveri,,115.0,133.0,106.0,95.0,86.0,113.0,156.0,92.0,88.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Grov skattesvig,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Hærværk,,320.0,255.0,201.0,223.0,194.0,269.0,256.0,266.0,248.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Uagtsomt hæleri,,6.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Berigelsesforbrydelse og formuekrænkelse,,45.0,30.0,28.0,26.0,32.0,22.0,26.0,23.0,20.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Andre forbrydelser i alt,,453.0,396.0,357.0,350.0,420.0,484.0,510.0,560.0,418.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Forbrydelse mod offentlig myndighed mv.,,113.0,104.0,96.0,139.0,117.0,199.0,197.0,219.0,170.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Forbrydelse i offentlig tjeneste,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Falsk forklaring for retten,,4.0,2.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Falsk forklaring i øvrigt,,63.0,58.0,37.0,51.0,35.0,37.0,37.0,34.0,23.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Forbrydelse vedrørende penge og bevismateriale,,56.0,34.0,42.0,38.0,59.0,41.0,31.0,70.0,48.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Salg af narkotika m.v.,,63.0,39.0,41.0,27.0,33.0,39.0,51.0,53.0,46.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Smugling m.v. af narkotika,,1.0,6.0,1.0,10.0,6.0,9.0,15.0,6.0,4.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Almenskadelige forbrydelser mv.,,7.0,22.0,12.0,12.0,16.0,5.0,7.0,11.0,6.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Ulovligt erhverv m.v.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Forbrydelser i familieforhold,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Uagtsomt manddrab mv. i forbindelse med færdselsuheld,,11.0,12.0,8.0,9.0,3.0,9.0,7.0,9.0,10.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Tilhold (Udgået 2012),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Freds- og ærekrænkelser,,134.0,118.0,119.0,61.0,149.0,141.0,162.0,157.0,108.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Færdselslov ialt,,9041.0,8317.0,7689.0,7952.0,8701.0,11054.0,11000.0,8985.0,7822.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,"Færdselsuheld, uspecificeret",,1.0,8.0,2.0,0.0,1.0,0.0,6.0,1.0,4.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Færdselsuheld med spiritus,,82.0,72.0,64.0,71.0,80.0,98.0,98.0,79.0,59.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Spirituskørsel,,607.0,476.0,338.0,631.0,669.0,613.0,638.0,559.0,480.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Mangler ved køretøj,,837.0,562.0,680.0,650.0,958.0,1390.0,1234.0,1295.0,1073.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Færdselslovsovertrædelser i øvrigt,,7514.0,7199.0,6605.0,6600.0,6993.0,8953.0,9024.0,7051.0,6206.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Særlove ialt,,6998.0,7446.0,7595.0,8374.0,9070.0,6576.0,7036.0,8064.0,7276.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Lov om euforiserende stoffer,,2698.0,2234.0,1949.0,2669.0,3025.0,2573.0,2217.0,2288.0,2150.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Våbenloven,,323.0,352.0,364.0,690.0,904.0,646.0,518.0,393.0,373.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Skatte- og afgiftslove m.v.,,133.0,84.0,100.0,93.0,124.0,143.0,173.0,157.0,143.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Andre strafferetlige særlove,,2784.0,2221.0,1932.0,2154.0,2911.0,1963.0,2562.0,2832.0,2253.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Sundheds- og sociallove,,28.0,30.0,28.0,39.0,32.0,384.0,1108.0,126.0,99.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Bygge- og boliglove,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Miljølove,,49.0,37.0,36.0,31.0,31.0,63.0,68.0,70.0,69.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,"Love vedrørende dyr, jagt mv.",,69.0,51.0,34.0,39.0,42.0,41.0,43.0,49.0,28.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,"Love vedrørende arbejde, transport mv.",,34.0,26.0,39.0,60.0,66.0,87.0,82.0,92.0,60.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Selskabs- og firmalovgivningen mv.,,0.0,1.0,2.0,1.0,3.0,6.0,7.0,5.0,11.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Love vedrørende forsvaret o.l.,,689.0,2286.0,2995.0,2491.0,1781.0,592.0,196.0,1930.0,2001.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Love vedrørende offentlige forsyninger,,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,"Love vedrørende spil, bevilling, næring",,189.0,114.0,107.0,94.0,142.0,71.0,51.0,116.0,72.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Studerende,Særlovgivning i øvrigt,,0.0,8.0,7.0,13.0,9.0,6.0,11.0,5.0,16.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Strafferetlige afgørelser i alt,,16023.0,14329.0,13180.0,13320.0,14377.0,15289.0,14670.0,14782.0,14955.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Straffelov i alt,,3755.0,3339.0,3028.0,3181.0,3147.0,3651.0,3495.0,3532.0,4190.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Seksualforbrydelser i alt,,101.0,95.0,103.0,96.0,105.0,148.0,165.0,165.0,175.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Blodskam m.v.,,2.0,0.0,1.0,3.0,3.0,4.0,4.0,1.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Voldtægt,,3.0,5.0,9.0,7.0,4.0,7.0,11.0,8.0,6.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Heteroseksuel sædelighedsforbrydelse mod barn under 12 år (Udgået 2013),,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Seksualforbrydelse mod barn under 12 år (Ny fra 2013),,14.0,9.0,10.0,9.0,9.0,6.0,5.0,7.0,6.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Heteroseksuel sædelighedsforbrydelse i øvrigt (Udgået 2013),,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Seksualforbrydelse mod barn under 15 år (Ny fra 2013),,1.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Seksualforbrydelse i øvrigt (Ny fra 2013),,2.0,1.0,2.0,2.0,3.0,3.0,3.0,0.0,4.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Grooming,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Homoseksuel sædelighedsforbrydelse mod barn under 12 år (Udgået 2013),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Homoseksuel sædelighedsforbrydelse i øvrigt (Udgået 2013),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Blufærdighedskrænkelse ved beføling,,22.0,18.0,22.0,23.0,22.0,25.0,36.0,25.0,29.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Blufærdighedskrænkelse ved blotteri,,21.0,18.0,16.0,13.0,20.0,34.0,36.0,36.0,33.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Blufærdighedskrænkelse i øvrigt,,24.0,25.0,25.0,26.0,30.0,40.0,42.0,51.0,46.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Utugt mv.,,11.0,16.0,17.0,10.0,11.0,25.0,24.0,33.0,48.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Voldsforbrydelser i alt,,934.0,849.0,963.0,990.0,991.0,1156.0,1099.0,1040.0,1221.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Vold og lignende mod offentlig myndighed,,374.0,348.0,466.0,464.0,491.0,577.0,544.0,519.0,597.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Opløb/forstyrrelse af offentlig orden,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Manddrab,,5.0,6.0,10.0,7.0,3.0,6.0,4.0,2.0,4.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Forsøg på manddrab,,6.0,6.0,5.0,5.0,4.0,6.0,5.0,7.0,3.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Psykisk vold mv.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Simpel vold,,308.0,275.0,295.0,296.0,263.0,292.0,304.0,268.0,364.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Alvorligere vold,,95.0,83.0,62.0,96.0,93.0,96.0,81.0,68.0,70.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Særlig alvorlig vold,,1.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Vold mod sagesløs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Forsætlig legemsbeskadigelse,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Uagtsomt manddrab/legemsbeskadigelse,,0.0,0.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Forbrydelse mod liv og legeme,,6.0,9.0,15.0,7.0,12.0,9.0,16.0,11.0,11.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Forbrydelse mod den personlige frihed,,4.0,7.0,7.0,5.0,8.0,7.0,4.0,13.0,8.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Trusler,,135.0,115.0,101.0,108.0,112.0,158.0,138.0,144.0,158.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Ejendomsforbrydelser i alt,,2613.0,2280.0,1845.0,2007.0,1952.0,2219.0,2113.0,2199.0,2638.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Dokumentfalsk,,18.0,20.0,13.0,7.0,10.0,10.0,13.0,16.0,14.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Pensionister mv.,Dokumentfalsk med check,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
